politifact=598	epochs=100	train=0.05	val=0.35	test=0.60
gossipcop=17519	epochs=100	train=0.20	val=0.30	test=0.50
sp_0_seqlen_20	0.9478	0.8811	0.8824	0.8818	0.9667	0.9663	0.9665
sp_0_seqlen_50	0.9601	0.9060	0.9135	0.9097	0.9755	0.9732	0.9743
sp_0_seqlen_100	0.9676	0.9157	0.9394	0.9274	0.9827	0.9755	0.9791
sp_0_seqlen_1000	0.9079	0.8279	0.7349	0.7786	0.9273	0.9568	0.9418
sp_1_seqlen_20	0.9434	0.8697	0.8751	0.8724	0.9645	0.9628	0.9636
sp_1_seqlen_50	0.9590	0.9026	0.9133	0.9079	0.9753	0.9720	0.9736
sp_1_seqlen_100	0.9636	0.9149	0.9211	0.9180	0.9775	0.9757	0.9766
sp_1_seqlen_1000	0.9112	0.8424	0.7363	0.7858	0.9277	0.9609	0.9440
sp_2_seqlen_20	0.9462	0.8642	0.9032	0.8833	0.9715	0.9588	0.9651
sp_2_seqlen_50	0.9564	0.8845	0.9275	0.9055	0.9786	0.9648	0.9717
sp_2_seqlen_100	0.9653	0.9033	0.9473	0.9248	0.9845	0.9705	0.9774
sp_2_seqlen_1000	0.9160	0.8737	0.7329	0.7971	0.9258	0.9692	0.9470
sp_3_seqlen_20	0.9524	0.8801	0.9247	0.9018	0.9763	0.9610	0.9686
sp_3_seqlen_50	0.9610	0.8989	0.9406	0.9193	0.9813	0.9673	0.9743
sp_3_seqlen_100	0.9626	0.9067	0.9382	0.9222	0.9807	0.9701	0.9754
sp_3_seqlen_1000	0.9072	0.8353	0.7566	0.7940	0.9268	0.9538	0.9401
sp_4_seqlen_20	0.9484	0.8817	0.8880	0.8848	0.9678	0.9658	0.9668
sp_4_seqlen_50	0.9602	0.8967	0.9284	0.9123	0.9792	0.9693	0.9742
sp_4_seqlen_100	0.9645	0.9014	0.9442	0.9223	0.9838	0.9703	0.9770
sp_4_seqlen_1000	0.9145	0.8547	0.7432	0.7951	0.9289	0.9637	0.9460
gossipcop=17519	epochs=100	train=0.50	val=0.20	test=0.30
sp_0_seqlen_20	0.9595	0.8907	0.9325	0.9111	0.9804	0.9672	0.9738
sp_0_seqlen_50	0.9671	0.9124	0.9428	0.9273	0.9834	0.9741	0.9787
sp_0_seqlen_100	0.9713	0.9293	0.9428	0.9360	0.9835	0.9794	0.9815
sp_0_seqlen_1000	0.9279	0.8808	0.7822	0.8286	0.9395	0.9697	0.9544
sp_1_seqlen_20	0.9515	0.8802	0.9022	0.8911	0.9722	0.9654	0.9688
sp_1_seqlen_50	0.9635	0.9148	0.9196	0.9172	0.9773	0.9759	0.9766
sp_1_seqlen_100	0.9722	0.9244	0.9516	0.9378	0.9862	0.9781	0.9821
sp_1_seqlen_1000	0.9243	0.8623	0.7803	0.8193	0.9397	0.9649	0.9521
sp_2_seqlen_20	0.9562	0.8834	0.9218	0.9022	0.9778	0.9659	0.9718
sp_2_seqlen_50	0.9673	0.9029	0.9531	0.9273	0.9866	0.9713	0.9789
sp_2_seqlen_100	0.9753	0.9237	0.9670	0.9448	0.9906	0.9776	0.9841
sp_2_seqlen_1000	0.9319	0.8614	0.8210	0.8407	0.9505	0.9630	0.9567
sp_3_seqlen_20	0.9578	0.8797	0.9419	0.9098	0.9827	0.9624	0.9724
sp_3_seqlen_50	0.9642	0.9078	0.9369	0.9221	0.9814	0.9722	0.9768
sp_3_seqlen_100	0.9718	0.9241	0.9537	0.9387	0.9864	0.9771	0.9817
sp_3_seqlen_1000	0.9209	0.8845	0.7475	0.8102	0.9295	0.9715	0.9500
sp_4_seqlen_20	0.9542	0.8787	0.9214	0.8995	0.9772	0.9635	0.9703
sp_4_seqlen_50	0.9671	0.9151	0.9394	0.9271	0.9825	0.9750	0.9787
sp_4_seqlen_100	0.9694	0.9222	0.9419	0.9320	0.9833	0.9772	0.9802
sp_4_seqlen_1000	0.9216	0.8710	0.7609	0.8122	0.9339	0.9677	0.9505
condor=7333	epochs=100	train=0.05	val=0.35	test=0.60
sp_0_seqlen_20	0.6494	0.6674	0.7234	0.6943	0.6227	0.5589	0.5891
sp_0_seqlen_50	0.7028	0.7287	0.7329	0.7308	0.6707	0.6660	0.6684
sp_0_seqlen_100	0.7380	0.7280	0.8365	0.7785	0.7553	0.6175	0.6795
sp_0_seqlen_1000	0.7460	0.7175	0.8881	0.7937	0.8068	0.5720	0.6694
sp_1_seqlen_20	0.6483	0.6628	0.7366	0.6978	0.6252	0.5397	0.5793
sp_1_seqlen_50	0.7285	0.7213	0.8269	0.7705	0.7407	0.6076	0.6676
sp_1_seqlen_100	0.7410	0.7530	0.7890	0.7705	0.7246	0.6820	0.7027
sp_1_seqlen_1000	0.7396	0.7107	0.8899	0.7903	0.8041	0.5549	0.6567
sp_2_seqlen_20	0.6310	0.6768	0.6199	0.6471	0.5852	0.6443	0.6133
sp_2_seqlen_50	0.7028	0.7291	0.7248	0.7269	0.6716	0.6763	0.6740
sp_2_seqlen_100	0.7426	0.7306	0.8368	0.7801	0.7624	0.6293	0.6895
sp_2_seqlen_1000	0.7432	0.7100	0.8951	0.7919	0.8165	0.5608	0.6649
sp_3_seqlen_20	0.6612	0.6574	0.7943	0.7194	0.6687	0.5008	0.5727
sp_3_seqlen_50	0.7203	0.7213	0.7959	0.7568	0.7188	0.6291	0.6709
sp_3_seqlen_100	0.7423	0.7404	0.8142	0.7755	0.7453	0.6556	0.6976
sp_3_seqlen_1000	0.7403	0.7086	0.8915	0.7896	0.8100	0.5579	0.6607
sp_4_seqlen_20	0.6421	0.6288	0.8284	0.7149	0.6754	0.4219	0.5194
sp_4_seqlen_50	0.7098	0.6896	0.8444	0.7592	0.7497	0.5508	0.6350
sp_4_seqlen_100	0.7253	0.6977	0.8695	0.7742	0.7825	0.5548	0.6493
sp_4_seqlen_1000	0.7312	0.7124	0.8448	0.7730	0.7649	0.5969	0.6706
condor=7333	epochs=100	train=0.10	val=0.30	test=0.60
sp_0_seqlen_20	0.6662	0.6854	0.7297	0.7068	0.6390	0.5881	0.6125
sp_0_seqlen_50	0.7257	0.7589	0.7367	0.7476	0.6875	0.7123	0.6997
sp_0_seqlen_100	0.7526	0.7491	0.8290	0.7870	0.7580	0.6586	0.7048
sp_0_seqlen_1000	0.7630	0.7321	0.8995	0.8072	0.8280	0.5952	0.6926
sp_1_seqlen_20	0.6567	0.7183	0.6170	0.6638	0.6015	0.7050	0.6492
sp_1_seqlen_50	0.7239	0.7358	0.7763	0.7555	0.7076	0.6601	0.6830
sp_1_seqlen_100	0.7562	0.7678	0.7974	0.7823	0.7407	0.7060	0.7230
sp_1_seqlen_1000	0.7507	0.7202	0.8933	0.7975	0.8160	0.5769	0.6759
sp_2_seqlen_20	0.6608	0.6419	0.8518	0.7321	0.7097	0.4327	0.5376
sp_2_seqlen_50	0.7228	0.7360	0.7649	0.7502	0.7055	0.6725	0.6886
sp_2_seqlen_100	0.7587	0.7598	0.8138	0.7859	0.7571	0.6929	0.7236
sp_2_seqlen_1000	0.7432	0.7306	0.8367	0.7801	0.7642	0.6316	0.6916
sp_3_seqlen_20	0.6698	0.6811	0.7575	0.7173	0.6519	0.5615	0.6033
sp_3_seqlen_50	0.7235	0.7411	0.7682	0.7544	0.6998	0.6682	0.6836
sp_3_seqlen_100	0.7471	0.7428	0.8298	0.7839	0.7540	0.6448	0.6952
sp_3_seqlen_1000	0.7494	0.7324	0.8615	0.7917	0.7810	0.6108	0.6855
sp_4_seqlen_20	0.6655	0.7082	0.6734	0.6904	0.6180	0.6558	0.6364
sp_4_seqlen_50	0.7253	0.7257	0.8100	0.7656	0.7246	0.6202	0.6683
sp_4_seqlen_100	0.7487	0.7529	0.8129	0.7818	0.7424	0.6690	0.7038
sp_4_seqlen_1000	0.7623	0.7363	0.8892	0.8056	0.8148	0.6049	0.6943
condor=7333	epochs=100	train=0.20	val=0.30	test=0.50
sp_0_seqlen_20	0.6660	0.6559	0.8079	0.7240	0.6864	0.4979	0.5771
